fid,Organizati,Address,City,State,Postcode,Main Phone,Discipline,Council Di,Community,Borough,Latitude,Longitude,Census Tra,BIN,BBL,NTA
"891","Philoctetes Center, Inc.",247 East 82nd Street,New York,NY,"10028",(646) 246-9752,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #5,Manhattan Community Board #8,Manhattan,40.775792,-73.954789,"138","1048655",1015280020,Yorkville
"892",Phoenix Theatre Ensemble,"200 East 10th Street, #180",New York,NY,"10003",(212) 586-3709,Theater,Manhattan Council District #2,Manhattan Community Board #5,Manhattan,40.72951,-73.986203,"40","1006404",1004510006,East Village
"893","Pick Up Performance Company, Inc.",440 West 34th Street,New York,NY,"10001",(212) 244-7622,Dance,Manhattan Council District #2,Manhattan Community Board #1,Manhattan,40.754022,-73.997842,"103","1012854",1007310065,Hudson Yards-Chelsea-Flatiron-Union Square
"894",Pierpont Morgan Library,225 Madison Avenue,New York,NY,"10016",(212) 590-0305,Museum,Manhattan Council District #3,Manhattan Community Board #6,Manhattan,40.749387,-73.981763,"82","1017186",1008660058,Murray Hill-Kips Bay
"895","Pioneers Go East Collective, Inc.","7 East 3rd Street, #10",New York,NY,"10003",(646) 246-8797,"Multi-Discipline, Performing",Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.726159,-73.991215,"38","1077969",1004590046,East Village
"896",Place in History,"1205 Manhattan Avenue, Unit 1212",Brooklyn,NY,"11222",(917) 981-5481,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,40.738925,-73.955247,"563","3404803",3024720350,Greenpoint
"897","Play Production Company, Inc.","321 West 44th Street, Suite 802",New York,NY,"10036",(212) 398-2977,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.75889,-73.989669,"121","1080878",1010350017,Clinton
"898","Plays for Living, Inc.","505 Eighth Avenue, Suite 1202",New York,NY,"10018",(212) 760-2751,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.753047,-73.99285,"111","1013575",1007590037,Hudson Yards-Chelsea-Flatiron-Union Square
"899","Playwrights Horizons, Inc.",416 West 42nd Street,New York,NY,"10036",(212) 564-1235,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.758742,-73.993394,"115","1026333",1010510041,Clinton
"900","Playwrights Realm, Inc.",520 Eighth Avenue,New York,NY,"10018",(212) 255-3089,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.753612,-73.992417,"109","1083624",1007860001,Midtown-Midtown South
"901",Playwrights' Preview Productions,"555 Eighth Avenue, Ste. 1800",New York,NY,"10018",(212) 421-1380,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.754477,-73.991814,"111","1013623",1007610037,Hudson Yards-Chelsea-Flatiron-Union Square
"902",Poetry Outreach Center,160 Convent Avenue,New York,NY,"10031",(212) 650-6356,Literature,Manhattan Council District #7,Manhattan Community Board #7,Manhattan,40.819196,-73.950221,"21703","1084081",1019570200,Manhattanville
"903","Poetry Project, Ltd.",131 East 10th Street,New York,NY,"10003",(212) 674-0910,Literature,,Manhattan Community Board #3,Manhattan,40.730471,-73.988432,"40","1006818",1004660026,East Village
"904",Poetry Society of America,15 Gramercy Park,New York,NY,"10003",(212) 254-9628,Literature,Manhattan Council District #2,Manhattan Community Board #6,Manhattan,40.737783,-73.986483,"50","1090418",1008750070,Gramercy
"905","Poets & Writers, Inc.","90 Broad Street, Suite 2100",New York,NY,"10004",(212) 226-3586 x222,Literature,Manhattan Council District #2,Manhattan Community Board #1,Manhattan,40.703954,-74.011592,"9","1000025",1000100016,Battery Park City-Lower Manhattan
"906","Poets House, Inc.",10 River Terrace,New York,NY,"10282",(212) 431-7920,Literature,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.716072,-74.016442,"31703","1087518",1000167516,Battery Park City-Lower Manhattan
"907",Polaris Productions Inc.,245 8th Avenue,New York,NY,"10011",(917) 658-9538,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.744901,-73.998784,"93","1013361",1007460038,Hudson Yards-Chelsea-Flatiron-Union Square
"908","Police Athletic League, Inc.",34 1/2 East 12th Street,New York,NY,"10003",(212) 477-9450 x324,"Multi-Discipline, Performing",Manhattan Council District #2,Manhattan Community Board #2,Manhattan,40.733809,-73.992549,"61","1009129",1005630020,West Village
"909","Polish Theatre Institute in the USA, Inc.",112 West 72nd St,New York,NY,"10023",(212) 724-9323,"Multi-Discipline, Performing",Manhattan Council District #7,Manhattan Community Board #7,Manhattan,40.777581,-73.979213,"157","1076234",1011437504,Lincoln Square
"910",Poster House,119 W. 23rd Street,New York,NY,"10011",(212) 841-2544,Museum,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.743248,-73.993591,"91","1014952",1007990028,Hudson Yards-Chelsea-Flatiron-Union Square
"911","Pregones Touring Puerto Rican Theatre Collection, Inc.",571-575 Walton Avenue,Bronx,NY,"10451",(718) 585-1202,Theater,Manhattan Council District #8,Bronx Community Board #4,Bronx,40.819393,-73.928132,"63","2001107",2023520045,West Concourse
"912",Present Theatre Company,518 East 6th Street,New York,NY,"10009",(212) 279-4455,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.725192,-73.983317,"32","1005051",1004010019,East Village
"913","Primary Information, Inc.",41 Grand Street,New York,NY,"10013",(646) 894-5547,Visual Arts,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.722575,-74.004174,"47","1002943",1002270019,SoHo-TriBeCa-Civic Center-Little Italy
"914","Primary Stages Company, Inc.","307 West 38th Street, Ste. 1510",New York,NY,"10018",(212) 840-9705 x201,Theater,Manhattan Council District #4,Manhattan Community Board #4,Manhattan,40.754946,-73.992175,"115","1013643",1007620025,Clinton
"915","Printed Matter, Inc.",231 Eleventh Avenue,New York,NY,"10001",(212) 925-0325,Visual Arts,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.750489,-74.005858,"99","1012267",1006700050,Hudson Yards-Chelsea-Flatiron-Union Square
"916","Project City Kids, Inc.","385 South End Avenue, Apt. 7G",New York,NY,"10280",(212) 786-0400,Other,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.711329,-74.015893,"31704","1083376",1000160100,Battery Park City-Lower Manhattan
"917","Project Rebirth, Inc",163 William Street,New York,NY,"10038",(212) 346-1482,,Manhattan Council District #1,,Manhattan,40.710114,-74.005901,"1501","1001269",1000927502,Battery Park City-Lower Manhattan
"918","Prospect Theater Company, Inc.","520 Eighth Avenue, Ste. 307, Third Floor",New York,NY,"10018",(212) 594-4476,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.753612,-73.992417,"109","1083624",1007860001,Midtown-Midtown South
"919","Public Art Fund, Inc.","1 East 53rd Street, 11th Floor",New York,NY,"10022",(212) 980-4575,Visual Arts,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.760324,-73.975584,"102","1035725",1012890005,Midtown-Midtown South
"920",Public Policy Lab,"20 Jay St, Suite 910",Brooklyn,NY,"11201",(646) 535-6535,Architecture/Design,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,40.704313,-73.986587,"21","3000010",3000190001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
"921","Publicolor, Inc.","149 Madison Avenue, Ste. 1201",New York,NY,"10016",(212) 213-6121,Architecture/Design,Manhattan Council District #2,Manhattan Community Board #5,Manhattan,40.746333,-73.983991,"74","1016997",1008610057,Midtown-Midtown South
"922",Puerto Rican Traveling Theatre Company Inc.,141 West 94th Street,New York,NY,"10025",(212) 354-1293,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.792233,-73.970047,"181","1032554",1012250016,Upper West Side
"923","Puerto Rican Workshop, Inc.",1680 Lexington Avenue,New York,NY,"10029",(212) 831-4333,Visual Arts,Manhattan Council District #8,Manhattan Community Board #11,Manhattan,40.791881,-73.946558,"172","1051991",1016330013,East Harlem South
"924","Pulse Ensemble Theatre, Inc.","248 West 35th Street, 15th Floor",New York,NY,"10001",(212) 695-1596,Theater,Manhattan Council District #5,Manhattan Community Board #3,Manhattan,40.75224,-73.99154,"109","1014416",1007840068,Midtown-Midtown South
"925","Qubit New Music, Inc.",523 West 143rd Street,New York,NY,"10031",(646) 683-8409,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #7,Manhattan Community Board #9,Manhattan,40.82463,-73.95017,"229","1061882",1020750011,Hamilton Heights
"926","Queen's Theatre Company, Inc.",Times Square Station,New York,NY,"10108",(917) 648-4167,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.756582,-73.989637,"113","1000000",1009950001,Midtown-Midtown South
"927","Queer Urban Orchestra, Inc.","P.O. Box 438, Radio City Station",New York,NY,"10101",(646) 233-4113,Music,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.760023,-73.979952,"104","1083862",1012660001,Midtown-Midtown South
"928",Queer/Art Inc.,"176 Grand St., Ste. 601",New York,NY,"10013",(212) 431-0147,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.71952,-73.99785,"41","1006972",1004710025,SoHo-TriBeCa-Civic Center-Little Italy
"929","RPGA Studio, Inc",43-01 22nd street suite 252,LIC,NY,"11101",(347) 201-2186,Visual Arts,Queens Council District #29,Queens Community Board #6,Queens,40.750081,-73.944744,"19","4005194",4004400008,Hunters Point-Sunnyside-West Maspeth
"930","RX Art, Inc.",208 Forsyth Street,New York,NY,"10002",(212) 260-8797,Visual Arts,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.722934,-73.990519,"3601","1005614",1004220044,Chinatown
"931","Racing Thoughts, Inc.","55 North Moore Street, #3",New York,NY,"10013",(212) 226-5109,Dance,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.720014,-74.009102,"39","1002120",1001880001,SoHo-TriBeCa-Civic Center-Little Italy
"932","Radio Diaries, Inc.",20 Jay Street,Brooklyn,NY,"11201",(718) 858-1640,Film/Video/Audio,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,40.704313,-73.986587,"21","3000010",3000190001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
"933","Radio Foundation, Inc.",1 West 89th Street,New York,NY,"10024",(212) 595-1837,Other,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.787289,-73.968055,"173","1031567",1012037502,Upper West Side
"934","Randall's Island Park Alliance, Inc.",24 West 61st St. 4th Floor,New York,NY,"10024",(212) 830-7780,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #7,Manhattan,40.769965,-73.98266,"145","1027194",1011130051,Lincoln Square
"935","Rattapallax, Incorporated","532 La Guardia Place, Ste. 353",New York,NY,"10012",(646) 416-4702,Literature,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.728496,-73.9986,"65","1008643",1005370029,West Village
"936","Rattlestick Productions, Inc.",224 Waverly Place,New York,NY,"10014",(212) 627-2556,Theater,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.736027,-74.001855,"73","1080204",1006130023,West Village
"937","Recess Activities, Inc.",46 Washington Avenue,Brooklyn,NY,"11205",(646) 863-3765,"Multi-Discipline, Non-Perform",Manhattan Council District #1,Manhattan Community Board #2,Brooklyn,40.697267,-73.967655,"543","3054134",3018740034,park-cemetery-etc-Brooklyn
"938","Recording Artists' Development, Inc.",17 Gay Street #8,New York,NY,"10014",(212) 727-2625,Music,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.733645,-74.000393,"71","1010266",1005930008,West Village
"939","Rector, Church Wardens, Vestrymembers of the Church of St. Luke in the Field",487 Hudson Street,New York,NY,"10014",(212) 924-0562,Music,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.732522,-74.006498,"69","1067305",1006050031,West Village
"940","Red Bull Theater, Inc.",191 SEVENTH AVENUE,New York,NY,"10011",(212) 414-5168 x3,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.742949,-73.996467,"87","1080586",1007970002,Hudson Yards-Chelsea-Flatiron-Union Square
"941","Red Fern Theatre Company, Inc.","160 East 38th Street, #10D",New York,NY,"10016",(646) 554-3791,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.74842,-73.976721,"80","1019099",1008930041,Murray Hill-Kips Bay
"942","Red Umbrella Project, Inc.",101 West 23rd St,New York,NY,"10011",(347) 927-3867,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.743097,-73.993226,"91","1014954",1007990035,Hudson Yards-Chelsea-Flatiron-Union Square
"943","Reel Lives, Inc.","136 Metropolitan Avenue, 4C",Brooklyn,NY,"11249",(646) 488-2991,Film/Video/Audio,Brooklyn Council District #34,Brooklyn Community Board #1,Brooklyn,40.716229,-73.962459,"555","3062437",3023647501,North Side-South Side
"944",Regional Plan Association,4 Irving Place,New York,NY,"10003",(917) 546-4304,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #2,Manhattan Community Board #6,Manhattan,40.734163,-73.988627,"50","1084936",1008700024,Gramercy
"945","Relationship Performance and Art Group, Inc.","100 Saint Mark's Place, Apt. 7",New York,NY,"10009",(212) 533-9169,Theater,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.727388,-73.984825,"32","1005825",1004350014,East Village
"946",Research Foundation of CUNY,230 West 41st Street,New York,NY,"10036",(212) 652-2800,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.755802,-73.988482,"113","1080830",1010120015,Midtown-Midtown South
"947",Reverend Linnette C. Williamson Memorial Park Association,"141 West 139th Street, Apt. C44",New York,NY,"10030",(212) 566-0828,"Multi-Discipline, Non-Perform",Manhattan Council District #9,Manhattan Community Board #10,Manhattan,40.817599,-73.941227,"230","1060053",1020080006,Central Harlem North-Polo Grounds
"948","Reverie Productions, Inc.","520 Eighth Avenue, Ste. 317",New York,NY,"10018",(212) 244-7803,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.753612,-73.992417,"109","1083624",1007860001,Midtown-Midtown South
"949",Rhizome,235 Bowery,New York,NY,"10002",(212) 219-1222 x208,New Media,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.722424,-73.993225,"3601","1005709",1004260012,Chinatown
"950",Richard Allen Center for Culture and Art,40 Peck Slip,New York,NY,"10038",(917) 605-4014,Theater,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.707712,-74.001508,"1501","1001338",1000970031,Battery Park City-Lower Manhattan
"951","Rio Grande Union, Inc.","541 Broadway, Third Floor",New York,NY,"10012",(212) 966-6999,Dance,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.723478,-73.998441,"49","1007580",1004980018,SoHo-TriBeCa-Civic Center-Little Italy
"952","Ripple Effect Artists, Inc.",601 W. 26th Street,New York,NY,"10001",(917) 773-2933,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.750934,-74.005955,"99","1012268",1006720001,Hudson Yards-Chelsea-Flatiron-Union Square
"953","Riseboro Community Partnership, Inc.",555 Bushwick Avenue,New York,NY,"11206",(718) 821-0254,Theater,Brooklyn Council District #34,Brooklyn Community Board #4,Brooklyn,40.699372,-73.935647,"391","3071908",3031510012,Bushwick South
"954","Riverside Symphony, Inc.",225 West 99th Street,New York,NY,"10025",(212) 864-4197,Music,Manhattan Council District #8,Manhattan Community Board #7,Manhattan,40.796267,-73.969586,"187","1084035",1018710029,Upper West Side
"955","Riverside Theatre, Inc.",490 Riverside Drive,New York,NY,"10027",(212) 870-6877,"Multi-Discipline, Performing",Manhattan Council District #9,Manhattan Community Board #9,Manhattan,40.812306,-73.963607,"205","1081792",1019910032,Morningside Heights
"956","Robert H. Clampitt Foundation, Inc.","163 Amsterdam Avenue, #149",New York,NY,"10023",(202) 316-3917,"Multi-Discipline, Non-Perform",Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.775613,-73.983818,"153","1028849",1011390001,Lincoln Square
"957","Rod Rodgers Dance Company, Inc.",62 East 4th Street,New York,NY,"10003",(212) 674-9066,Dance,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.726706,-73.990663,"38","1077964",1004590017,East Village
"958",Romare Bearden Foundation,"2090 Adam Clayton Powell, Jr. Blvd",New York,NY,"10027",(212) 924-0455 x105,Visual Arts,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.808639,-73.948582,"222","1058640",1019300030,Central Harlem South
"959",Roosevelt Island Theatre Corporation,548 Main Street,New York,NY,"10044",(212) 371-4449,"Multi-Discipline, Performing",Manhattan Council District #5,Manhattan Community Board #8,Manhattan,40.761839,-73.949734,"23801","1084696",1013730030,Lenox Hill-Roosevelt Island
"960","Roosevelt Island Youth Program, Inc.",506 Main Street,New York,NY,"10044",(212) 935-3645,Music,Manhattan Council District #5,Manhattan Community Board #8,Manhattan,40.760706,-73.951106,"23801","1083215",1013730001,Lenox Hill-Roosevelt Island
"961",Rosie's Theater Kids,445 West 45th Street,New York,NY,"10036",(646) 434-2781,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.761177,-73.993156,"121","1026440",1010550010,Clinton
"962","Roundabout Theatre Company, Inc.","231 West 39th Street, Ste. 1200",New York,NY,"10018",(212) 719-9393,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.754576,-73.989363,"113","1014499",1007890021,Midtown-Midtown South
"963","Roust Theatre Company, Inc.","211 West 107th Street, Apt. 5W",New York,NY,"10025",(212) 666-3813,Theater,Manhattan Council District #8,Manhattan Community Board #7,Manhattan,40.801426,-73.965936,"195","1056652",1018790021,Morningside Heights
"964",Rubin Museum of Art,150 West 17th Street,New York,NY,"10011",(212) 620-0628 x312,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.740224,-73.997727,"81","1014595",1007920064,Hudson Yards-Chelsea-Flatiron-Union Square
"965",Rush Philanthropic Arts Foundation,"512 Seventh Avenue, 43rd Floor",New York,NY,"10018",(212) 997-3034,Visual Arts,Manhattan Council District #5,Manhattan Community Board #3,Manhattan,40.753283,-73.98897,"109","1014460",1007870044,Midtown-Midtown South
"966",Russian American Cultural Center,"520 East 76th Street, Apt. 7 E",New York,NY,"10021",(212) 744-5168,"Multi-Discipline, Non-Perform",Manhattan Council District #8,Manhattan Community Board #5,Manhattan,40.769146,-73.951179,"132","1046307",1014870039,Lenox Hill-Roosevelt Island
"967","Russian-American Foundation, Inc.","70 West 36th Street, Ste. 701",New York,NY,"10018",(212) 687-6132,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.750744,-73.986072,"84","1015916",1008377501,Midtown-Midtown South
"968","S.I.T.U., Inc.","127 Second Avenue, #19",New York,NY,"10003",(212) 260-3546,Dance,,Manhattan Community Board #2,Manhattan,40.72836,-73.987852,"38","1006679",1004630031,East Village
"969","SENS Production, Inc.",148 Classon Avenue,Brooklyn,NY,"11205",(718) 302-5024,Dance,Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,40.695453,-73.961428,"191","3054626",3018950042,Clinton Hill
"970",SLEEP CENTER ART SPACE INC.,9 Monroe St. Bsmt.,New York,NY,"10002",(718) 406-7839,"Multi-Discipline, Non-Perform",Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.711434,-73.995982,"8","1003289",1002760004,Chinatown
"971",SMARTSPACES-DOT-ORG,61 7th Avenue South,New York,NY,"10014",(646) 823-6993,"Multi-Discipline, Non-Perform",Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.73163,-74.003929,"67","1009947",1005870021,West Village
"972",SOUL CITY MOVEMENT,14 Dunham Place,Brooklyn,NY,"11249",(415) 400-6859,"Multi-Discipline, Non-Perform",Brooklyn Council District #33,Brooklyn Community Board #1,Brooklyn,40.71116,-73.967446,"549","3336591",3024690006,North Side-South Side
"973","SYREN Modern Dance, Inc.","470 Lenox Avenue, 17H",New York,NY,"10037",(917) 650-5134,Dance,Queens Council District #26,Queens Community Board #1,Manhattan,40.813008,-73.94165,"212","1053898",1017300075,Central Harlem North-Polo Grounds
"974","Sachiyo Ito and Company, Inc.","405 West 23rd Street, Ste. 4G",New York,NY,"10011",(212) 627-0265,Dance,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.746712,-74.001826,"93","1077236",1007217501,Hudson Yards-Chelsea-Flatiron-Union Square
"975","Saeko Ichinohe and Company, Inc.","159 West 53rd Street, Suite 22-H",New York,NY,"10019",(212) 757-2531,Dance,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.762713,-73.981261,"131","1023166",1010067501,Midtown-Midtown South
"976",Safe Harbors Indigenous Collective,511 Ave of the Americas,New York City,NY,"10011",(551) 208-2844,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #3,Manhattan,40.736875,-73.997203,"71","1010653",1006090047,West Village
"977",Salmagundi Club,47 Fifth Avenue,New York,NY,"10003",(212) 255-7740 x210,Visual Arts,Manhattan Council District #2,Manhattan Community Board #2,Manhattan,40.73435,-73.994808,"61","1009274",1005690004,West Village
"978",Salvadori Center,"475 Riverside Drive, Suite 1272",New York,NY,"10115",(212) 870-3970,Architecture/Design,Manhattan Council District #7,Manhattan Community Board #9,Manhattan,40.811101,-73.964168,"205",,,Morningside Heights
"979","Salvatones, Inc.","1280 Fifth Avenue, #18C",New York,NY,"10029",(212) 784-6176,Music,Manhattan Council District #9,Manhattan Community Board #11,Manhattan,40.796304,-73.949614,"17401","1089046",1016157501,East Harlem South
"980","Sarah Michelson, Inc.",140 Second Ave #501,New York,NY,"10003",(212) 375-8283,Dance,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.728956,-73.987401,"38","1006362",1004500006,East Village
"981","Saratoga International Theater Institute, Inc.","520 Eighth Avenue, Ste. 310",New York,NY,"10018",(212) 868-0860,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.753612,-73.992417,"109","1083624",1007860001,Midtown-Midtown South
"982",Scandinavian American Theater Company,520 8th Ave,New York,NY,"10018",(646) 508-2263,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.753612,-73.992417,"109","1083624",1007860001,Midtown-Midtown South
"983","School of American Ballet, Inc.","70 Lincoln Center Plaza, Fifth Floor",New York,NY,"10023",(212) 769-6600,Dance,Manhattan Council District #6,Manhattan Community Board #4,Manhattan,40.773626,-73.983591,"149","1077844",1011377501,Lincoln Square
"984",Sculptors Alliance Inc.,"305 East 11th Street, Apt. 5D",New York,NY,"10003",(212) 982-4135,Visual Arts,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.730136,-73.985777,"40","1079353",1004530011,East Village
"985","Sculpture Center, Inc.",44-19 Purves Street,Long Island City,NY,"11101",(718) 361-1750,Visual Arts,Queens Council District #26,Queens Community Board #2,Queens,40.747013,-73.941173,"19","4461880",4002670014,Hunters Point-Sunnyside-West Maspeth
"986","Sebastian Chamber Players, Inc.",163 Saint Nicholas Avenue,New York,NY,"10026",(262) 345-2224,Music,Manhattan Council District #9,Manhattan Community Board #10,Manhattan,40.80527,-73.952782,"220","1058418",1019247501,Central Harlem South
"987",Second Stage Theatre,305 West 43rd Street,New York,NY,"10036",(212) 787-8302 x106,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.75813,-73.989799,"121","1024967",1010340029,Clinton
"988",Secret City,378 Manhattan Ave #2L,Brooklyn,NY,"11211",(917) 208-7948,"Multi-Discipline, Performing",Brooklyn Council District #33,Brooklyn Community Board #1,Manhattan,40.804879,-73.956922,"20102",,,Central Harlem South
"989",Seedco Financial Services,"915 Broadway, 17th Floor",New York,NY,"10010",(212) 204-1300,Other,Manhattan Council District #2,Manhattan Community Board #5,Manhattan,40.739644,-73.989654,"52","1016226",1008490070,Hudson Yards-Chelsea-Flatiron-Union Square
"990",Seeing for Ourselves Inc,101 Clark Street,Brooklyn,NY,"11201",(914) 413-5378,Photography,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,40.697285,-73.992304,"1","3001727",3002320001,Brooklyn Heights-Cobble Hill
"991",September 11th Widows and Victim Families Association,"22 Cortlandt Street, Suite 801",New York,NY,"10007",(212) 422-3520 x111,Museum,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.710223,-74.010897,"13","1001069",1000630003,Battery Park City-Lower Manhattan
"992",September Concert Foundation,601 West 57th St #37D,New York,NY,"10019",(212) 333-3399,Music,Manhattan Council District #6,Manhattan Community Board #4,Manhattan,40.77052,-73.99187,"135","1081009",1011050029,Clinton
"993","Seventh Regiment Armory Conservancy, Inc.",643 Park Avenue,New York,NY,"10065",(212) 616-3951,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #4,Manhattan Community Board #8,Manhattan,40.767491,-73.966448,"120","1042460",1014010001,Upper East Side-Carnegie Hill
"994","Shadow Box Theatre, Inc.","325 West End Avenue, Apt. 12B",New York,NY,"10023",(212) 724-0677,"Multi-Discipline, Performing",Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.782036,-73.98287,"163","1031026",1011850019,Upper West Side
"995","Shakespeare Downtown, Inc.","251 Water Street, Apt. 2",New York,NY,"10038",(917) 575-5452,Theater,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.708113,-74.002207,"1501","1001349",1000970057,Battery Park City-Lower Manhattan
"996",Shakespeare Society,191 7th Avenue,New York,NY,"10011",(212) 967-6802,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.742949,-73.996467,"87","1080586",1007970002,Hudson Yards-Chelsea-Flatiron-Union Square
"997","Shed NYC, Inc.",545 West 30th Street,New York,NY,"10001",(212) 616-5822,,Manhattan Council District #3,,Manhattan,40.752841,-74.002812,"99","1089411",1007027502,Hudson Yards-Chelsea-Flatiron-Union Square
"998","Shen Wei Dance Arts, Inc.","219 West 19th Street, 2nd Floor",New York,NY,"10011",(212) 962-1113,Dance,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.74212,-73.998546,"87","1013977",1007697506,Hudson Yards-Chelsea-Flatiron-Union Square
"999","Shotgun Productions, Inc.","165 East 35th Street, Suite 7J",New York,NY,"10016",(917) 371-7612,Theater,,Manhattan Community Board #6,Manhattan,40.746768,-73.978505,"80","1018910",1008910039,Murray Hill-Kips Bay
"1000","Sign of the Times Theater Company, Inc.","80 East 11th Street, Suite 301C",New York,NY,"10003",(917) 334-2897,Theater,Manhattan Council District #2,Manhattan Community Board #2,Manhattan,40.732681,-73.991863,"61","1009108",1005620024,West Village
"1001","Signature Theatre Company, Inc.","630 Ninth Avenue, Ste. 1106",New York,NY,"10036",(212) 967-1913 x11,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.760038,-73.991449,"121","1024982",1010350001,Clinton
"1002","Silent Cinema Presentations, Inc.",176 West 87th Street #1D,New York,NY,"10024",(212) 595-5655,Film/Video/Audio,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.787985,-73.973656,"173","1032218",1012170064,Upper West Side
"1003",Sing for Hope,"548 Broadway, Third Floor",New York,NY,"10012",(212) 966-5955,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #2,Brooklyn,40.70422,-73.948064,"509",,,Williamsburg
"1004",Skyscraper Museum,39 Battery Place,New York,NY,"10280",(212) 945-6324,Museum,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.705869,-74.017976,"31704","1085789",1000167513,Battery Park City-Lower Manhattan
"1005",Slideluck Potshow,"197 East 4th Street, Apt. 2",New York,NY,"10009",(917) 804-2767,Photography,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.724023,-73.984256,"32","1005042",1004000059,East Village
